datum,event_code,goldstein_scale,num_sources,geo_country,geo_country_code,geo_lat,geo_long,sourceurls
08-04-18,182,-9.5,1,"Hamburg, Hamburg, Germany",GM,53.55,10,http://www.harnesslink.com/USA/Heaven-Rocks-Stones-The-Field-At-Buffalo-Raceway
08-04-18,182,-9.5,1,China,CH,35,105,http://www.harnesslink.com/USA/Heaven-Rocks-Stones-The-Field-At-Buffalo-Raceway
08-04-18,180,-9,1,"Oneida County, Wisconsin, United States",US,45.6666,-89.5007,http://www.rivernewsonline.com/main.asp?SectionID=6&SubSectionID=103&TM=84775.33
08-04-18,182,-9.5,1,"Minnetonka, Minnesota, United States",US,44.9133,-93.5033,https://bringmethenews.com/news/innocent-woman-in-critical-condition-after-high-speed-chase-ends-in-a-crash
08-04-18,180,-9,1,"Tempe, Arizona, United States",US,33.4148,-111.909,http://www.azfamily.com/story/37903838/police-searching-for-man-who-carjacked-victim-at-arizona-mills-mall
08-04-18,180,-9,2,"Glasgow, Glasgow City, United Kingdom",UK,55.8333,-4.25,http://www.heraldscotland.com/news/16144683.Rangers_supporters_slammed_over_alleged__sectarian__singing_and_assault/
08-04-18,180,-9,2,"Illinois, United States",US,40.3363,-89.0022,http://www.infiniteunknown.net/2018/04/07/illinois-town-bypasses-constitution-us-citizens-given-60-days-to-turn-in-guns-or-become-criminals/
08-04-18,180,-9,1,"Deerfield High School, Illinois, United States",US,42.1864,-87.8528,http://www.infiniteunknown.net/2018/04/07/illinois-town-bypasses-constitution-us-citizens-given-60-days-to-turn-in-guns-or-become-criminals/
08-04-18,182,-9.5,1,"Berlin, Berlin, Germany",GM,52.5167,13.4,https://finance.yahoo.com/news/several-dead-vehicle-hits-group-151539518.html
08-04-18,182,-9.5,2,"Cottbus, Brandenburg, Germany",GM,51.7667,14.3333,http://naija247news.com/2018/04/08/man-drives-van-into-restaurant-in-germany-killing-two-plus-himself/
08-04-18,182,-9.5,2,"Berlin, Berlin, Germany",GM,52.5167,13.4,https://finance.yahoo.com/news/several-dead-vehicle-hits-group-151539518.html
08-04-18,180,-9,1,"Boise, Idaho, United States",US,43.6135,-116.203,http://magicvalley.com/news/local/bsu-notifies-students-of-reported-sexual-assault-on-campus/article_ad49e1f8-7e76-53d3-95bf-883745a646cc.html
08-04-18,180,-9,1,"Boise, Idaho, United States",US,43.6135,-116.203,http://magicvalley.com/news/local/bsu-notifies-students-of-reported-sexual-assault-on-campus/article_ad49e1f8-7e76-53d3-95bf-883745a646cc.html
08-04-18,186,-10,1,"Washington, United States",US,47.3917,-121.571,https://nypost.com/2018/04/08/time-for-mueller-to-lay-it-all-out/
08-04-18,186,-10,1,"Baghdad, Baghdad, Iraq",IZ,33.3386,44.3939,https://uk.onlinenigeria.com/site/2018/04/07/brit-soldiers-battle-to-keep-saddam-husseins-left-bum-cheek-after-nabbing-it-during-fall-of-baghdad/
08-04-18,185,-8,1,"Moscow, Moskva, Russia",RS,55.7522,37.6156,http://www.heraldscotland.com/news/16144639.Russian_officials_request_meeting_with_Boris_Johnson_over_poisoning_scandal/
08-04-18,181,-9,1,"Gaza, Israel (general), Israel",IS,31.4167,34.3333,https://www.hrw.org/news/2018/04/08/awaiting-being-freed-hamas-gaza
08-04-18,180,-9,1,"Boise, Idaho, United States",US,43.6135,-116.203,http://magicvalley.com/news/local/bsu-notifies-students-of-reported-sexual-assault-on-campus/article_ad49e1f8-7e76-53d3-95bf-883745a646cc.html
08-04-18,180,-9,1,"Boise, Idaho, United States",US,43.6135,-116.203,http://magicvalley.com/news/local/bsu-notifies-students-of-reported-sexual-assault-on-campus/article_ad49e1f8-7e76-53d3-95bf-883745a646cc.html
08-04-18,180,-9,2,"Illinois, United States",US,40.3363,-89.0022,http://www.infiniteunknown.net/2018/04/07/illinois-town-bypasses-constitution-us-citizens-given-60-days-to-turn-in-guns-or-become-criminals/
08-04-18,180,-9,1,"Deerfield High School, Illinois, United States",US,42.1864,-87.8528,http://www.infiniteunknown.net/2018/04/07/illinois-town-bypasses-constitution-us-citizens-given-60-days-to-turn-in-guns-or-become-criminals/
08-04-18,184,-8,1,"Waziristan, Pakistan (general), Pakistan",PK,33,70,https://www.strategypage.com/%5Chtmw%5Chtiw%5Carticles%5C20180407.aspx
08-04-18,180,-9,7,"Hollywood, California, United States",US,34.0983,-118.327,https://www.greenevillesun.com/special_sections/benchmarks/benchmarks_e/stolen-flag-puts-spotlight-on-greene-county/article_1d701154-25a3-50e5-9ac0-0b3caaaad039.html
08-04-18,186,-10,1,"Indiana, United States",US,39.8647,-86.2604,http://www.tribdem.com/news/tragedies-threw-america-into-turmoil/article_a38289a7-c0d4-5626-aab0-d2846669e1cc.html
08-04-18,182,-9.5,1,"Berlin, Berlin, Germany",GM,52.5167,13.4,https://www.afp.com/en/news/23/police-probe-background-germany-van-attacker-doc-13s6bb5
08-04-18,180,-9,1,"Pennsylvania, United States",US,40.5773,-77.264,http://www.tribdem.com/news/editorials/columns/william-lloyd-seek-middle-ground-in-mass-shootings-debate/article_35205100-39bd-11e8-8855-6372c26d8920.html
08-04-18,186,-10,1,"Vietnam, Republic Of",VM,16.166667,107.833333,http://www.tribdem.com/news/tragedies-threw-america-into-turmoil/article_a38289a7-c0d4-5626-aab0-d2846669e1cc.html
08-04-18,180,-9,1,"Pennsylvania, United States",US,40.5773,-77.264,http://www.tribdem.com/news/editorials/columns/william-lloyd-seek-middle-ground-in-mass-shootings-debate/article_35205100-39bd-11e8-8855-6372c26d8920.html
08-04-18,180,-9,1,"New York, United States",US,42.1497,-74.9384,https://www.greenevillesun.com/special_sections/benchmarks/benchmarks_e/stolen-flag-puts-spotlight-on-greene-county/article_1d701154-25a3-50e5-9ac0-0b3caaaad039.html
08-04-18,180,-9,2,"Hajjah, ?ajjah, Yemen",YM,15.6942,43.6058,https://www.nation.co.ke/news/africa/Rebels-kill-dozens-of-Sudanese-troops-in-Yemen/1066-4377084-hmr1vs/
08-04-18,180,-9,1,Yemen,YM,15.5,47.5,http://www.radio.gov.pk/08-04-2018/houthi-rebels-kill-dozens-of-sudanese-troops-in-yemen-ambush
08-04-18,180,-9,1,Ireland,EI,53,-8,http://mmajunkie.com/2018/04/conor-mcgregor-crew-banned-from-ufc-223
08-04-18,182,-9.5,1,"Boise, Idaho, United States",US,43.6135,-116.203,https://www.kpvi.com/news/national_news/wyoming-schools-national-test-scores-to-be-released-tuesday/article_1095a819-6b14-5796-804c-0417d25ba6a3.html
08-04-18,182,-9.5,1,"Idaho, United States",US,44.2394,-114.51,https://www.kpvi.com/news/national_news/wyoming-schools-national-test-scores-to-be-released-tuesday/article_1095a819-6b14-5796-804c-0417d25ba6a3.html
08-04-18,180,-9,1,"New York, United States",US,42.1497,-74.9384,https://www.greenevillesun.com/special_sections/benchmarks/benchmarks_e/stolen-flag-puts-spotlight-on-greene-county/article_1d701154-25a3-50e5-9ac0-0b3caaaad039.html
08-04-18,186,-10,1,"Indiana, United States",US,39.8647,-86.2604,http://www.tribdem.com/news/tragedies-threw-america-into-turmoil/article_a38289a7-c0d4-5626-aab0-d2846669e1cc.html
08-04-18,180,-9,1,"Pennsylvania, United States",US,40.5773,-77.264,http://www.tribdem.com/news/editorials/columns/william-lloyd-seek-middle-ground-in-mass-shootings-debate/article_35205100-39bd-11e8-8855-6372c26d8920.html
08-04-18,182,-9.5,1,Israel,IS,31.5,34.75,http://washingtonsblog.com/2018/04/the-oldest-trick-in-the-book-false-flags-to-justify-war.html
08-04-18,182,-9.5,1,"Trump Tower, New York, United States",US,40.7625,-73.9744,http://www.asianage.com/world/americas/080418/new-york-1-killed-4-injured-as-fire-breaks-out-in-trump-tower.html
08-04-18,182,-9.5,1,"New York, United States",US,42.1497,-74.9384,http://www.asianage.com/world/americas/080418/new-york-1-killed-4-injured-as-fire-breaks-out-in-trump-tower.html
08-04-18,180,-9,1,United States,US,39.828175,-98.5795,http://www.thebatavian.com/events/free-one-man-performance-of-the-script-with-actor-tim-collins-at-gcc-gym-about-sexual-assault
08-04-18,180,-9,1,United States,US,39.828175,-98.5795,http://www.thebatavian.com/events/free-one-man-performance-of-the-script-with-actor-tim-collins-at-gcc-gym-about-sexual-assault
08-04-18,186,-10,1,"Moscow, Moskva, Russia",RS,55.7522,37.6156,https://www.msn.com/en-gb/news/uknews/russian-request-for-meeting-over-skripal-case-is-diversionary-tactic-says-uk/ar-AAvAREy
08-04-18,186,-10,1,"Moscow, Moskva, Russia",RS,55.7522,37.6156,https://www.msn.com/en-gb/news/uknews/russian-request-for-meeting-over-skripal-case-is-diversionary-tactic-says-uk/ar-AAvAREy
08-04-18,185,-8,1,"Moscow, Moskva, Russia",RS,55.7522,37.6156,https://www.msn.com/en-gb/news/uknews/russian-request-for-meeting-over-skripal-case-is-diversionary-tactic-says-uk/ar-AAvAREy
08-04-18,182,-9.5,1,Israel,IS,31.5,34.75,http://washingtonsblog.com/2018/04/the-oldest-trick-in-the-book-false-flags-to-justify-war.html
08-04-18,1821,-9,1,"Xinghua, Shaanxi, China",CH,34.3225,108.469,http://english.jschina.com.cn/./23263/201804/t20180408_5266534.shtml
08-04-18,186,-10,1,"Moscow, Moskva, Russia",RS,55.7522,37.6156,https://www.msn.com/en-gb/news/uknews/russian-request-for-meeting-over-skripal-case-is-diversionary-tactic-says-uk/ar-AAvAREy
08-04-18,186,-10,2,"Washington, District of Columbia, United States",US,38.8951,-77.0364,http://washingtonsblog.com/2018/04/the-oldest-trick-in-the-book-false-flags-to-justify-war.html
08-04-18,186,-10,2,Nicaragua,NU,13,-85,http://washingtonsblog.com/2018/04/the-oldest-trick-in-the-book-false-flags-to-justify-war.html
08-04-18,182,-9.5,1,"Philippine, Benguet, Philippines",RP,16.45,120.55,https://news.mb.com.ph/2018/04/08/ph-officials-in-germany-verifying-vehicle-attack-in-westphalia-area/
08-04-18,182,-9.5,1,Myanmar,BM,22,98,http://washingtonsblog.com/2018/04/the-oldest-trick-in-the-book-false-flags-to-justify-war.html
08-04-18,182,-9.5,1,Israel,IS,31.5,34.75,http://washingtonsblog.com/2018/04/the-oldest-trick-in-the-book-false-flags-to-justify-war.html
08-04-18,182,-9.5,1,Israel,IS,31.5,34.75,http://washingtonsblog.com/2018/04/the-oldest-trick-in-the-book-false-flags-to-justify-war.html
08-04-18,180,-9,1,United States,US,39.828175,-98.5795,http://www.thebatavian.com/events/free-one-man-performance-of-the-script-with-actor-tim-collins-at-gcc-gym-about-sexual-assault
08-04-18,1823,-10,1,"Belfast, Belfast, United Kingdom",UK,54.5833,-5.93333,https://article.wn.com/view/2018/04/08/The_Observer_view_on_addressing_the_chronic_problems_behind_/
08-04-18,1832,-10,1,"Idaho, United States",US,44.2394,-114.51,http://www.idahostatesman.com/news/politics-government/election/article208270019.html
08-04-18,1832,-10,1,Jordan,JO,31,36,http://www.idahostatesman.com/news/politics-government/election/article208270019.html
08-04-18,182,-9.5,2,"London, London, City of, United Kingdom",UK,51.5,-0.116667,https://article.wn.com/view/2018/04/08/The_Observer_view_on_addressing_the_chronic_problems_behind_/
08-04-18,182,-9.5,1,"Khuiratta, Azad Kashmir, Pakistan",PK,33.35,74.0333,https://www.dawn.com/news/1400163
08-04-18,1823,-10,2,"London, London, City of, United Kingdom",UK,51.5,-0.116667,https://article.wn.com/view/2018/04/08/The_Observer_view_on_addressing_the_chronic_problems_behind_/
08-04-18,180,-9,13,"Damascus, Dimashq, Syria",SY,33.5,36.3,http://www.dailypress.com/news/nationworld/ct-syrian-airstrikes-chemical-attack-20180407-story.html
08-04-18,182,-9.5,1,"Trump Tower, New York, United States",US,40.7625,-73.9744,https://www.firstpost.com/world/fire-at-trump-tower-in-new-york-leaves-one-dead-four-firefighters-injured-probe-underway-4422609.html
08-04-18,180,-9,1,"Washington, District of Columbia, United States",US,38.8951,-77.0364,http://www.record-courier.com/news/20180408/dan-rathers-6-tips-about-fake-news-make-valid-points
08-04-18,180,-9,9,"Schleicher County, Texas, United States",US,30.9002,-100.55,http://www.macon.com/news/business/article208010329.html
08-04-18,180,-9,9,"Texas, United States",US,31.106,-97.6475,http://www.macon.com/news/business/article208010329.html
08-04-18,180,-9,1,"Massac County, Illinois, United States",US,37.2334,-88.7334,http://www.westkentuckystar.com/News/Local-Regional/McCracken-County/Paducah-Police-Release-Name-of-Suspect-in-Shooting.aspx
08-04-18,182,-9.5,1,"Rocky Mountains, Canada (general), Canada",CA,50,-114,http://www.bostonglobe.com/lifestyle/travel/2018/04/04/stop-and-smell-holiday-celebrations-grow-around/jhiPdOiNLNBZVQnJ5hQAXM/story.html
08-04-18,182,-9.5,1,"Rocky Mountains, Canada (general), Canada",CA,50,-114,http://www.bostonglobe.com/lifestyle/travel/2018/04/04/stop-and-smell-holiday-celebrations-grow-around/jhiPdOiNLNBZVQnJ5hQAXM/story.html
08-04-18,186,-10,1,"Nebraska, United States",US,41.1289,-98.2883,http://journalstar.com/news/state-and-regional/nebraska/this-week-in-nebraska-history/article_c6b5c5b1-6ee7-5ca6-90d2-deaffa0b7655.html
08-04-18,180,-9,1,Japan,JA,36,138,http://world.kbs.co.kr/english/news/news_Po_detail.htm?No=135312
08-04-18,180,-9,9,"Texas, United States",US,31.106,-97.6475,http://www.macon.com/news/business/article208010329.html
08-04-18,180,-9,1,"Glasgow, Glasgow City, United Kingdom",UK,55.8333,-4.25,https://www.dailyrecord.co.uk/news/scottish-news/nurse-axed-attack-frail-oap-12322654
08-04-18,182,-9.5,1,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,41.3833,2.18333,https://www.oneindia.com/international/van-run-through-crowd-muenster-germany-timeline-of-vehicle-attacks-2673772.html
08-04-18,180,-9,1,"Massachusetts, United States",US,42.2373,-71.5314,http://www.advertiser-tribune.com/news/local-news/2018/04/community-to-show-support-for-crime-victims/
08-04-18,180,-9,1,"Glasgow, Glasgow City, United Kingdom",UK,55.8333,-4.25,https://www.dailyrecord.co.uk/news/scottish-news/mi5-spooks-recruit-costa-crime-12324406
08-04-18,180,-9,1,"Glasgow, Glasgow City, United Kingdom",UK,55.8333,-4.25,https://www.dailyrecord.co.uk/news/scottish-news/nurse-axed-attack-frail-oap-12322654
08-04-18,180,-9,1,"Texas, United States",US,31.106,-97.6475,http://kdhnews.com/news/world/violence-claims-more-lives-in-syrian-capital-and-suburbs/article_653a67c5-561a-590d-9c2d-0ac12d4b7ded.html
08-04-18,180,-9,1,"Texas, United States",US,31.106,-97.6475,http://kdhnews.com/news/world/violence-claims-more-lives-in-syrian-capital-and-suburbs/article_653a67c5-561a-590d-9c2d-0ac12d4b7ded.html
08-04-18,181,-9,1,"Mumbai, Maharashtra, India",IN,18.975,72.8258,http://www.newsnation.in/india-news/indrani-mukerjea-in-icu-blood-test-points-towards-poisoning-drug-overdose-article-194774.html
08-04-18,181,-9,1,"Mumbai, Maharashtra, India",IN,18.975,72.8258,http://www.newsnation.in/india-news/indrani-mukerjea-in-icu-blood-test-points-towards-poisoning-drug-overdose-article-194774.html
08-04-18,182,-9.5,4,"Gaza, Israel (general), Israel",IS,31.4167,34.3333,https://www.ndtv.com/world-news/he-was-wearing-vest-marked-press-was-shot-dead-at-gaza-protest-1834317
08-04-18,180,-9,1,"Nebraska, United States",US,41.1289,-98.2883,http://nebraska.tv/news/local/yrtc-teens-give-hundreds-of-volunteer-hours-to-community
08-04-18,180,-9,1,,,0,0,http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12028585
08-04-18,180,-9,2,"Gaza, Israel (general), Israel",IS,31.4167,34.3333,https://www.ndtv.com/world-news/he-was-wearing-vest-marked-press-was-shot-dead-at-gaza-protest-1834317
08-04-18,182,-9.5,4,"Gaza, Israel (general), Israel",IS,31.4167,34.3333,https://www.ndtv.com/world-news/he-was-wearing-vest-marked-press-was-shot-dead-at-gaza-protest-1834317
08-04-18,180,-9,1,"West Morris Mendham High School, New Jersey, United States",US,40.7775,-74.5912,http://www.njherald.com/20180408/teens-quiz-11th-dist-house-hopefuls-on-guns
08-04-18,180,-9,1,"Thomas Jefferson Elementary School, New Jersey, United States",US,41.0126,-73.9529,http://www.njherald.com/20180408/teens-quiz-11th-dist-house-hopefuls-on-guns
08-04-18,182,-9.5,1,,,0,0,http://www.wfsb.com/story/37903913/person-found-dead-in-car-in-west-hartford-on-saturday
08-04-18,180,-9,9,Russia,RS,60,100,https://www.ocregister.com/2018/04/07/if-the-tech-oligarchs-cant-beat-the-bad-press-theyll-just-buy-it/
08-04-18,182,-9.5,1,Israel,IS,31.5,34.75,http://dagblog.com/comment/reply/24927
08-04-18,180,-9,4,"Curitiba, ParanáR, Brazil",BR,-25.4167,-49.25,https://www.jagonews24.com/en/international/news/38561
08-04-18,182,-9.5,1,Israel,IS,31.5,34.75,http://dagblog.com/comment/reply/24927
08-04-18,182,-9.5,1,Israel,IS,31.5,34.75,http://dagblog.com/comment/reply/24927
08-04-18,182,-9.5,2,"Benadir, Banaadir, Somalia",SO,2.11667,45.4,https://www.registercitizen.com/news/world/article/2-car-bombs-go-off-in-Somalia-s-capital-1-near-12811693.php
08-04-18,180,-9,1,"Crestwood, District of Columbia, United States",US,38.9418,-77.0405,http://www.reflector.com/Crime-and-Rescue/2018/04/08/April-4-Grand-Jury.html
08-04-18,180,-9,3,"Washington, District of Columbia, United States",US,38.8951,-77.0364,http://www.reflector.com/Crime-and-Rescue/2018/04/08/April-4-Grand-Jury.html
08-04-18,180,-9,10,Russia,RS,60,100,https://www.ocregister.com/2018/04/07/if-the-tech-oligarchs-cant-beat-the-bad-press-theyll-just-buy-it/
08-04-18,180,-9,1,"Crestwood, District of Columbia, United States",US,38.9418,-77.0405,http://www.reflector.com/Crime-and-Rescue/2018/04/08/April-4-Grand-Jury.html
08-04-18,180,-9,1,"Washington, District of Columbia, United States",US,38.8951,-77.0364,http://www.reflector.com/Crime-and-Rescue/2018/04/08/April-4-Grand-Jury.html
08-04-18,182,-9.5,1,"Darlington County, South Carolina, United States",US,34.3335,-79.9665,http://www.wmbfnews.com/story/37903444/missing-fisherman-found-dead-in-darlington-county-pond
08-04-18,182,-9.5,1,"Las Vegas, Nevada, United States",US,36.175,-115.137,http://xlcountry.com/artists-feel-its-crucial-to-return-to-las-vegas-after-route-91-attack/
01-04-18,182,-9.5,1,"Gaza, Israel (general), Israel",IS,31.4167,34.3333,http://www.thecitizen.in/index.php/en/NewsDetail/index/6/13480/Journalist-Children-Shot-Dead-by-Israel-Who-Is-The-Terrorist-Now
08-04-18,181,-9,1,"Medellin, Antioquia, Colombia",CO,6.29139,-75.5361,https://www.latinamericanpost.com/index.php/global-issues/13510-colombia-referendum-voters-reject-farc-peace-deal
08-04-18,1822,-9,1,"Ganai, Uttaranchal, India",IN,29.7167,79.9333,http://idrw.org/why-shopian-symbolises-fight-against-kashmirs-new-wave-of-militancy/
08-04-18,182,-9.5,1,"Kaikohe, New Zealand (general), New Zealand",NZ,-35.4167,173.8,https://www.sunlive.co.nz/news/177080-demand-tougher-foreign-driver-rules.html
08-04-18,182,-9.5,2,"Mopti, Mopti, Mali",ML,14.4891,-4.19283,https://af.reuters.com/article/africaTech/idAFL5N1RK08N
08-04-18,182,-9.5,2,"Mopti, Mopti, Mali",ML,14.4891,-4.19283,https://af.reuters.com/article/africaTech/idAFL5N1RK08N
08-04-18,181,-9,2,"Beirut, Beyrouth, Lebanon",LE,33.8719,35.5097,http://abcnews.go.com/Politics/mueller-evidence-raising-questions-prince-testimony-meeting-russian/story?id=54277090&position=1&content_id=2EnMQVR
08-04-18,182,-9.5,1,"Kaikohe, New Zealand (general), New Zealand",NZ,-35.4167,173.8,https://www.sunlive.co.nz/news/177080-demand-tougher-foreign-driver-rules.html
08-04-18,182,-9.5,1,"Kerikeri, New Zealand (general), New Zealand",NZ,-35.2167,173.967,https://www.sunlive.co.nz/news/177080-demand-tougher-foreign-driver-rules.html
08-04-18,182,-9.5,1,United States,US,39.828175,-98.5795,https://www.sunlive.co.nz/news/177080-demand-tougher-foreign-driver-rules.html
08-04-18,1821,-9,1,"Kashmir, North-West Frontier, Pakistan",PK,34.796,72.1502,http://idrw.org/why-shopian-symbolises-fight-against-kashmirs-new-wave-of-militancy/
08-04-18,1821,-9,1,"Washington, District of Columbia, United States",US,38.8951,-77.0364,http://www.dailyfreeman.com/opinion/20180408/ruth-marcus-not-politically-correct-but-intellectually-honest
08-04-18,180,-9,1,"Kashmir, North-West Frontier, Pakistan",PK,34.796,72.1502,http://idrw.org/why-shopian-symbolises-fight-against-kashmirs-new-wave-of-militancy/
08-04-18,180,-9,1,"Holloman Air Force Base, New Mexico, United States",US,32.852,-106.108,https://www.alamogordonews.com/story/news/local/community/2018/04/07/take-back-night-alamogordo-brings-community-together/496435002/
08-04-18,180,-9,1,"Alamogordo, New Mexico, United States",US,32.8995,-105.96,https://www.alamogordonews.com/story/news/local/community/2018/04/07/take-back-night-alamogordo-brings-community-together/496435002/
08-04-18,180,-9,1,"Alamogordo, New Mexico, United States",US,32.8995,-105.96,https://www.alamogordonews.com/story/news/local/community/2018/04/07/take-back-night-alamogordo-brings-community-together/496435002/
08-04-18,182,-9.5,1,"California, United States",US,36.17,-119.746,http://ktla.com/2018/04/07/18-injured-in-san-diego-county-crash-were-immigrants-possibly-being-smuggled-chp/
01-04-18,181,-9,1,Afghanistan,AF,33,66,https://www.pajhwok.com/en/2018/04/08/suspected-kidnappers-afghan-boys-being-grilled
01-04-18,181,-9,1,Afghanistan,AF,33,66,https://www.pajhwok.com/en/2018/04/08/suspected-kidnappers-afghan-boys-being-grilled
01-04-18,181,-9,1,Afghanistan,AF,33,66,https://www.pajhwok.com/en/2018/04/08/suspected-kidnappers-afghan-boys-being-grilled
08-04-18,182,-9.5,1,"South Carolina, United States",US,33.8191,-80.9066,http://thetandd.com/lifestyles/something-we-ll-never-forget-dohs-students-collaborate-with-visiting/article_25b9d9f8-5e2b-520f-a2f6-3be5174edbf4.html
08-04-18,181,-9,1,Afghanistan,AF,33,66,https://www.pajhwok.com/en/2018/04/08/suspected-kidnappers-afghan-boys-being-grilled
08-04-18,180,-9,1,"Boulder, Colorado, United States",US,40.015,-105.271,https://pagetwo.completecolorado.com/2018/04/07/10538/
08-04-18,186,-10,3,"Washington, District of Columbia, United States",US,38.8951,-77.0364,https://www.theday.com/op-edguest-opinions/20180408/kings-dream-for-poor-remained-unanswered
08-04-18,1821,-9,1,"Xinghua, Shaanxi, China",CH,34.3225,108.469,http://english.jschina.com.cn/./23263/201804/t20180408_5266534.shtml
08-04-18,1821,-9,1,"Xinghua, Shaanxi, China",CH,34.3225,108.469,http://english.jschina.com.cn/./23263/201804/t20180408_5266534.shtml
08-04-18,1821,-9,1,"Xinghua, Shaanxi, China",CH,34.3225,108.469,http://english.jschina.com.cn/./23263/201804/t20180408_5266534.shtml
08-04-18,1821,-9,1,"Xinghua, Shaanxi, China",CH,34.3225,108.469,http://english.jschina.com.cn/./23263/201804/t20180408_5266534.shtml
08-04-18,180,-9,1,"Danjuma, Katsina, Nigeria",NI,11.2989,7.67423,https://newtelegraphonline.com/2018/04/fgs-looters-list-is-misguided-nzeribe/
08-04-18,180,-9,1,"Danjuma, Katsina, Nigeria",NI,11.2989,7.67423,https://newtelegraphonline.com/2018/04/fgs-looters-list-is-misguided-nzeribe/
08-04-18,1821,-9,1,"Xinghua, Shaanxi, China",CH,34.3225,108.469,http://english.jschina.com.cn/./23263/201804/t20180408_5266534.shtml
08-04-18,1822,-9,3,"Oromo, Amara, Ethiopia",ET,11.8667,39.7333,https://www.voanews.com/a/ethiopia-closes-prison-activists-await-deeper-reforms/4337475.html
08-04-18,180,-9,1,"Danjuma, Katsina, Nigeria",NI,11.2989,7.67423,https://newtelegraphonline.com/2018/04/fgs-looters-list-is-misguided-nzeribe/
08-04-18,1822,-9,3,"Oromo, Amara, Ethiopia",ET,11.8667,39.7333,https://www.voanews.com/a/ethiopia-closes-prison-activists-await-deeper-reforms/4337475.html
08-04-18,181,-9,2,,,0,0,https://www.today.ng/news/metro/103820/gunmen-abduct-kill-pastor-edo
08-04-18,1822,-9,1,Chad,CD,15,19,https://www.zimeye.net/2018/04/06/mugabe-must-be-arrested-for-gukurahundi-atrocities-too/
08-04-18,180,-9,1,"Somerville High School, Massachusetts, United States",US,42.3873,-71.0962,http://www.bostonherald.com/news/local_coverage/2018/04/students_in_charge_with_town_halls
08-04-18,180,-9,1,"Takum, Nigeria (general), Nigeria",NI,7.26667,9.98333,https://newtelegraphonline.com/2018/04/fgs-looters-list-is-misguided-nzeribe/
08-04-18,180,-9,1,"Danjuma, Katsina, Nigeria",NI,11.2989,7.67423,https://newtelegraphonline.com/2018/04/fgs-looters-list-is-misguided-nzeribe/
09-03-18,182,-9.5,3,"Hamburg, Hamburg, Germany",GM,53.55,10,https://kormorant.co.za/afp/387484/vehicle-ploughs-into-crowd-in-germany-at-least-3-dead
08-04-18,183,-10,1,"Karachi, Sindh, Pakistan",PK,24.8667,67.05,http://www.bssnews.net/newsDetails.php?cat=3&id=734879&date=2018-04-08
08-04-18,180,-9,1,,,0,0,http://www.catholicherald.co.uk/commentandblogs/2018/04/06/i-first-read-humanae-vitae-as-a-protestant-its-truthfulness-made-me-weep/
08-04-18,182,-9.5,1,"Gaza, Israel (general), Israel",IS,31.4167,34.3333,http://normanfinkelstein.com/2018/04/08/stop-the-presses-a-washington-post-article-that-isnt-israeli-propaganda/
08-04-18,182,-9.5,1,"Trump Tower, New York, United States",US,40.7625,-73.9744,https://www.onenewspage.com/topic/Trump_Tower_Fire.htm
08-04-18,182,-9.5,4,"Trump Tower, New York, United States",US,40.7625,-73.9744,https://www.onenewspage.com/topic/Trump_Tower_Fire.htm
08-04-18,182,-9.5,1,"Berlin, Berlin, Germany",GM,52.5167,13.4,https://www.huffingtonpost.in/2018/04/08/2-dead-and-20-injured-after-van-drives-into-pedestrians-outside-german-pub_a_23405693/
08-04-18,180,-9,2,"Ohio, United States",US,40.3736,-82.7755,http://www.nbc4i.com/news/local-news/accused-credit-card-cloner-swipes-4k-from-bank/1105422033
08-04-18,180,-9,2,"Ohio, United States",US,40.3736,-82.7755,http://www.nbc4i.com/news/local-news/accused-credit-card-cloner-swipes-4k-from-bank/1105422033
08-04-18,180,-9,1,Greece,GR,39,22,http://www.abc27.com/news/local/midstate-colleges-participating-in-its-on-us-campaign-to-stop-sexual-assault/1106854249
08-04-18,1821,-9,1,Somalia,SO,6,48,http://www.durame.com/2018/04/onlf-statement-on-new-leadership.html
08-04-18,181,-9,1,"Avranches, Basse-Normandie, France",FR,48.6823,-1.35817,https://www.msn.com/en-ca/news/canada/policeman-who-took-the-place-of-hostage-in-france-standoff-dies-of-gunshot-wounds/ar-BBKDdUG
08-04-18,186,-10,1,"Olunloyo, Oyo, Nigeria",NI,7.34889,3.9475,http://dailypost.ng/2018/04/08/shittu-blows-hot-staging-apc-primary-hotel-threatens-legal-action-ajimobi-others/
08-04-18,181,-9,1,"Paris, France (general), France",FR,48.8667,2.33333,https://www.msn.com/en-ca/news/canada/policeman-who-took-the-place-of-hostage-in-france-standoff-dies-of-gunshot-wounds/ar-BBKDdUG
08-04-18,180,-9,1,United Kingdom,UK,54,-4,http://www.jamaicaobserver.com/opinion/what-triggered-the-second-maroon-war-in-1795-_129776?profile=1444
08-04-18,1831,-10,1,"Paris, France (general), France",FR,48.8667,2.33333,https://www.msn.com/en-ca/news/canada/policeman-who-took-the-place-of-hostage-in-france-standoff-dies-of-gunshot-wounds/ar-BBKDdUG
08-04-18,180,-9,1,"Balcarres, Clarendon, Jamaica",JM,18.1266,-77.4313,http://www.jamaicaobserver.com/opinion/what-triggered-the-second-maroon-war-in-1795-_129776?profile=1444
